,0_novo,1_novo,2,3_novo,4_novo,5_novo,0_velho,1_velho,3_velho,4_velho,5_velho
8027,3399,109,509054-7,L-1316 3-Eixos 2p (diesel),,,3399.0,109.0,L-1316 3-Eixos 2p (diesel),Dezembro/2019,L-1316
8028,3400,109,509055-5,L-1317 2p (diesel),,,3400.0,109.0,L-1317 2p (diesel),Dezembro/2019,L-1317
8029,3401,109,509056-3,L-1317 3-Eixos 2p (diesel),,,3401.0,109.0,L-1317 3-Eixos 2p (diesel),Dezembro/2019,L-1317
8030,3402,109,509057-1,L-1318 2p (diesel),,,3402.0,109.0,L-1318 2p (diesel),Dezembro/2019,L-1318
8031,3403,109,509058-0,L-1318 3-Eixos 2p (diesel),,,3403.0,109.0,L-1318 3-Eixos 2p (diesel),Dezembro/2019,L-1318
8032,3404,109,509059-8,L-1319 2p (diesel),,,3404.0,109.0,L-1319 2p (diesel),Dezembro/2019,L-1319
8033,3405,109,509060-1,L-1319 3-Eixos 2p (diesel),,,3405.0,109.0,L-1319 3-Eixos 2p (diesel),Dezembro/2019,L-1319
8034,3406,109,509061-0,L-1414 2p (diesel),,,3406.0,109.0,L-1414 2p (diesel),Dezembro/2019,L-1414
8035,3407,109,509062-8,L-1414 3-Eixos 2p (diesel),,,3407.0,109.0,L-1414 3-Eixos 2p (diesel),Dezembro/2019,L-1414
8036,3408,109,509063-6,L-1418 2p (diesel),,,3408.0,109.0,L-1418 2p (diesel),Dezembro/2019,L-1418
8037,3409,109,509064-4,L-1418 3-Eixos 2p (diesel),,,3409.0,109.0,L-1418 3-Eixos 2p (diesel),Dezembro/2019,L-1418
8038,3410,109,509065-2,L-1513 2p (diesel),,,3410.0,109.0,L-1513 2p (diesel),Dezembro/2019,L-1513
8039,3411,109,509066-0,L-1513 3-Eixos 2p (diesel),,,3411.0,109.0,L-1513 3-Eixos 2p (diesel),Dezembro/2019,L-1513
8040,3412,109,509067-9,L-1514 2p (diesel),,,3412.0,109.0,L-1514 2p (diesel),Dezembro/2019,L-1514
8041,3413,109,509068-7,L-1514 3-Eixos 2p (diesel),,,3413.0,109.0,L-1514 3-Eixos 2p (diesel),Dezembro/2019,L-1514
8042,3414,109,509069-5,L-1516 2p (diesel),,,3414.0,109.0,L-1516 2p (diesel),Dezembro/2019,L-1516
8043,3415,109,509070-9,L-1516 3-Eixos 2p (diesel),,,3415.0,109.0,L-1516 3-Eixos 2p (diesel),Dezembro/2019,L-1516
8044,3416,109,509071-7,L-1517 2p (diesel),,,3416.0,109.0,L-1517 2p (diesel),Dezembro/2019,L-1517
8045,3417,109,509072-5,L-1517 3-Eixos 2p (diesel),,,3417.0,109.0,L-1517 3-Eixos 2p (diesel),Dezembro/2019,L-1517
8046,3418,109,509073-3,L-1518 2p (diesel),,,3418.0,109.0,L-1518 2p (diesel),Dezembro/2019,L-1518
8047,3419,109,509074-1,L-1518 3-Eixos 2p (diesel),,,3419.0,109.0,L-1518 3-Eixos 2p (diesel),Dezembro/2019,L-1518
8048,3420,109,509075-0,L-1519 2p (diesel),,,3420.0,109.0,L-1519 2p (diesel),Dezembro/2019,L-1519
8049,3421,109,509076-8,L-1519 3-Eixos 2p (diesel),,,3421.0,109.0,L-1519 3-Eixos 2p (diesel),Dezembro/2019,L-1519
8050,3422,109,509077-6,L-1520 2p (diesel),,,3422.0,109.0,L-1520 2p (diesel),Dezembro/2019,L-1520
8051,3423,109,509078-4,L-1520 3-Eixos 2p (diesel),,,3423.0,109.0,L-1520 3-Eixos 2p (diesel),Dezembro/2019,L-1520
8052,3424,109,509079-2,L-1614 2p (diesel),,,3424.0,109.0,L-1614 2p (diesel),Dezembro/2019,L-1614
8053,3425,109,509080-6,L-1614 3-Eixos 2p (diesel),,,3425.0,109.0,L-1614 3-Eixos 2p (diesel),Dezembro/2019,L-1614
8054,3426,109,509081-4,L-1618 2p (diesel),,,3426.0,109.0,L-1618 2p (diesel),Dezembro/2019,L-1618
8055,3427,109,509082-2,L-1618 3-Eixos 2p (diesel),,,3427.0,109.0,L-1618 3-Eixos 2p (diesel),Dezembro/2019,L-1618
8056,3428,109,509083-0,L-1620 2p (diesel),,,3428.0,109.0,L-1620 2p (diesel),Dezembro/2019,L-1620
8057,3429,109,509084-9,L-1620 3-Eixos 2p (diesel),,,3429.0,109.0,L-1620 3-Eixos 2p (diesel),Dezembro/2019,L-1620
8058,3430,109,509085-7,L-1621 2p (diesel),,,3430.0,109.0,L-1621 2p (diesel),Dezembro/2019,L-1621
8059,3431,109,509086-5,L-1621 3-Eixos 2p (diesel),,,3431.0,109.0,L-1621 3-Eixos 2p (diesel),Dezembro/2019,L-1621
8060,3432,109,509202-7,L-1622 2p (diesel),,,3432.0,109.0,L-1622 2p (diesel),Dezembro/2019,L-1622
8061,3433,109,509203-5,L-1622 3-Eixos 2p (diesel),,,3433.0,109.0,L-1622 3-Eixos 2p (diesel),Dezembro/2019,L-1622
8062,3434,109,509087-3,L-1625 2p (diesel),,,3434.0,109.0,L-1625 2p (diesel),Dezembro/2019,L-1625
8063,3435,109,509088-1,L-1625 3-Eixos 2p (diesel),,,3435.0,109.0,L-1625 3-Eixos 2p (diesel),Dezembro/2019,L-1625
8064,3436,109,509089-0,L-1630 2p (diesel),,,3436.0,109.0,L-1630 2p (diesel),Dezembro/2019,L-1630
8065,3437,109,509090-3,L-1630 3-Eixos 2p (diesel),,,3437.0,109.0,L-1630 3-Eixos 2p (diesel),Dezembro/2019,L-1630
8066,3438,109,509091-1,L-2013 3-Eixos 2p (diesel),,,3438.0,109.0,L-2013 3-Eixos 2p (diesel),Dezembro/2019,L-2013
8067,3439,109,509092-0,L-2014 3-Eixos 2p (diesel),,,3439.0,109.0,L-2014 3-Eixos 2p (diesel),Dezembro/2019,L-2014
8068,3440,109,509093-8,L-2017 3-Eixos 2p (diesel),,,3440.0,109.0,L-2017 3-Eixos 2p (diesel),Dezembro/2019,L-2017
8069,3441,109,509094-6,L-2213 3-Eixos 2p (diesel),,,3441.0,109.0,L-2213 3-Eixos 2p (diesel),Dezembro/2019,L-2213
8070,3442,109,509095-4,L-2214 3-Eixos 2p (diesel),,,3442.0,109.0,L-2214 3-Eixos 2p (diesel),Dezembro/2019,L-2214
8071,3443,109,509096-2,L-2215 3-Eixos 2p (diesel),,,3443.0,109.0,L-2215 3-Eixos 2p (diesel),Dezembro/2019,L-2215
8072,3444,109,509097-0,L-2216 3-Eixos 2p (diesel),,,3444.0,109.0,L-2216 3-Eixos 2p (diesel),Dezembro/2019,L-2216
8073,3445,109,509098-9,L-2217 3-Eixos 2p (diesel),,,3445.0,109.0,L-2217 3-Eixos 2p (diesel),Dezembro/2019,L-2217
8074,3446,109,509099-7,L-2219 3-Eixos 2p (diesel),,,3446.0,109.0,L-2219 3-Eixos 2p (diesel),Dezembro/2019,L-2219
8075,3447,109,509100-4,L-2220 3-Eixos 2p (diesel),,,3447.0,109.0,L-2220 3-Eixos 2p (diesel),Dezembro/2019,L-2220
8076,3448,109,509101-2,L-2225 3-Eixos 2p (diesel),,,3448.0,109.0,L-2225 3-Eixos 2p (diesel),Dezembro/2019,L-2225
8077,3449,109,509102-0,L-2314 3-Eixos 2p (diesel),,,3449.0,109.0,L-2314 3-Eixos 2p (diesel),Dezembro/2019,L-2314
8078,3450,109,509204-3,L-2318 3-Eixos 2p (diesel),,,3450.0,109.0,L-2318 3-Eixos 2p (diesel),Dezembro/2019,L-2318
8079,3451,109,509103-9,L-2318 6x4 3-Eixos 2p (diesel),,,3451.0,109.0,L-2318 6x4 3-Eixos 2p (diesel),Dezembro/2019,L-2318
8080,3452,109,509104-7,L-2325 6x4 3-Eixos 2p (diesel),,,3452.0,109.0,L-2325 6x4 3-Eixos 2p (diesel),Dezembro/2019,L-2325
8081,3453,109,509105-5,L-2635 3-Eixos 2p (diesel),,,3453.0,109.0,L-2635 3-Eixos 2p (diesel),Dezembro/2019,L-2635
8082,3454,109,509106-3,L-2638 6x4 3-Eixos 2p (diesel),,,3454.0,109.0,L-2638 6x4 3-Eixos 2p (diesel),Dezembro/2019,L-2638
8083,3455,109,509212-4,LK-1618 3-Eixos 2p (diesel),,,3455.0,109.0,LK-1618 3-Eixos 2p (diesel),Dezembro/2019,LK
8084,3456,109,509205-1,LK-1620 2p (diesel),,,3456.0,109.0,LK-1620 2p (diesel),Dezembro/2019,LK
8085,3457,109,509206-0,LK-1620 3-Eixos 2p (diesel),,,3457.0,109.0,LK-1620 3-Eixos 2p (diesel),Dezembro/2019,LK
8086,3458,109,509221-3,LK-2635 6x4 3-Eixos 2p (diesel),,,3458.0,109.0,LK-2635 6x4 3-Eixos 2p (diesel),Dezembro/2019,LK
8087,3459,109,509220-5,LK-2638 6x4 3-Eixos 2p (diesel),,,3459.0,109.0,LK-2638 6x4 3-Eixos 2p (diesel),Dezembro/2019,LK
8088,3460,109,509115-2,LS-1313 2p (diesel),,,3460.0,109.0,LS-1313 2p (diesel),Dezembro/2019,LS
8089,3461,109,509116-0,LS-1519 2p (diesel),,,3461.0,109.0,LS-1519 2p (diesel),Dezembro/2019,LS
8090,3462,109,509117-9,LS-1520 2p (diesel),,,3462.0,109.0,LS-1520 2p (diesel),Dezembro/2019,LS
8091,3463,109,509118-7,LS-1524 2p (diesel),,,3463.0,109.0,LS-1524 2p (diesel),Dezembro/2019,LS
8092,3464,109,509119-5,LS-1525 2p (diesel),,,3464.0,109.0,LS-1525 2p (diesel),Dezembro/2019,LS
8093,3465,109,509120-9,LS-1625 2p (diesel),,,3465.0,109.0,LS-1625 2p (diesel),Dezembro/2019,LS
8094,3466,109,509121-7,LS-1630 2p (diesel),,,3466.0,109.0,LS-1630 2p (diesel),Dezembro/2019,LS
8095,3467,109,509213-2,LS-1630 3-Eixos 2p (diesel),,,3467.0,109.0,LS-1630 3-Eixos 2p (diesel),Dezembro/2019,LS
8096,3468,109,509122-5,LS-1632 2p (diesel),,,3468.0,109.0,LS-1632 2p (diesel),Dezembro/2019,LS
8097,3469,109,509201-9,LS-1634 2p (diesel),,,3469.0,109.0,LS-1634 2p (diesel),Dezembro/2019,LS
8098,4357,109,509258-2,LS-1634 3-Eixos 2p (diesel),,,4357.0,109.0,LS-1634 3-Eixos 2p (diesel),Dezembro/2019,LS
8099,3470,109,509123-3,LS-1924 2p (diesel),,,3470.0,109.0,LS-1924 2p (diesel),Dezembro/2019,LS
8100,3471,109,509124-1,LS-1929 2p (diesel),,,3471.0,109.0,LS-1929 2p (diesel),Dezembro/2019,LS
8101,3472,109,509125-0,LS-1932 2p (diesel),,,3472.0,109.0,LS-1932 2p (diesel),Dezembro/2019,LS
8102,3473,109,509126-8,LS-1933 2p (diesel),,,3473.0,109.0,LS-1933 2p (diesel),Dezembro/2019,LS
8103,3474,109,509127-6,LS-1934 2p (diesel),,,3474.0,109.0,LS-1934 2p (diesel),Dezembro/2019,LS
8104,3475,109,509128-4,LS-1935 2p (diesel),,,3475.0,109.0,LS-1935 2p (diesel),Dezembro/2019,LS
8105,3476,109,509210-8,LS-1935 3-Eixos 2p (diesel),,,3476.0,109.0,LS-1935 3-Eixos 2p (diesel),Dezembro/2019,LS
8106,3477,109,509129-2,LS-1938 2p (diesel),,,3477.0,109.0,LS-1938 2p (diesel),Dezembro/2019,LS
8107,3478,109,509207-8,LS-1938 3-Eixos 2p (diesel),,,3478.0,109.0,LS-1938 3-Eixos 2p (diesel),Dezembro/2019,LS
8108,3479,109,509130-6,LS-1941 2p (diesel),,,3479.0,109.0,LS-1941 2p (diesel),Dezembro/2019,LS
8109,3480,109,509233-7,LS-1941 3-Eixos 2p (diesel),,,3480.0,109.0,LS-1941 3-Eixos 2p (diesel),Dezembro/2019,LS
8110,3481,109,509131-4,LS-2635 2p (diesel),,,3481.0,109.0,LS-2635 2p (diesel),Dezembro/2019,LS
8111,3482,109,509132-2,LS-2638 6x4 2p (diesel),,,3482.0,109.0,LS-2638 6x4 2p (diesel),Dezembro/2019,LS
8112,5683,110,510010-0,DURASTAR 4400 4x2 2p (diesel),,,5683.0,110.0,DURASTAR 4400 4x2 2p (diesel),Dezembro/2019,DURASTAR
8113,6371,110,510013-5,DURASTAR 4400 4x2 2p (diesel)(E5),,,6371.0,110.0,DURASTAR 4400 4x2 2p (diesel)(E5),Dezembro/2019,DURASTAR
8114,5684,110,510011-9,DURASTAR 4400 6x2 2p (diesel),,,5684.0,110.0,DURASTAR 4400 6x2 2p (diesel),Dezembro/2019,DURASTAR
8115,6372,110,510014-3,DURASTAR 4400 6x2 2p (diesel)(E5),,,6372.0,110.0,DURASTAR 4400 6x2 2p (diesel)(E5),Dezembro/2019,DURASTAR
8116,5685,110,510012-7,DURASTAR 4400 6x4 2p (diesel),,,5685.0,110.0,DURASTAR 4400 6x4 2p (diesel),Dezembro/2019,DURASTAR
8117,6373,110,510015-1,DURASTAR 4400 6x4 2p (diesel)(E5),,,6373.0,110.0,DURASTAR 4400 6x4 2p (diesel)(E5),Dezembro/2019,DURASTAR
8118,3486,110,510001-1,INTERNATIONAL 4700 2p (diesel),,,3486.0,110.0,INTERNATIONAL 4700 2p (diesel),Dezembro/2019,INTERNATIONAL
8119,3487,110,510002-0,INTERNATIONAL 4700 3-Eixos 2p (diesel),,,3487.0,110.0,INTERNATIONAL 4700 3-Eixos 2p (diesel),Dezembro/2019,INTERNATIONAL
8120,3488,110,510003-8,INTERNATIONAL 4900 4x2 2p (diesel),,,3488.0,110.0,INTERNATIONAL 4900 4x2 2p (diesel),Dezembro/2019,INTERNATIONAL
8121,3483,110,510006-2,INTERNATIONAL 4900 6x4 2p (diesel),,,3483.0,110.0,INTERNATIONAL 4900 6x4 2p (diesel),Dezembro/2019,INTERNATIONAL
8122,3489,110,510004-6,INTERNATIONAL 9200 4x2 2p (diesel),,,3489.0,110.0,INTERNATIONAL 9200 4x2 2p (diesel),Dezembro/2019,INTERNATIONAL
8123,3490,110,510005-4,INTERNATIONAL 9200 6x4 2p (diesel),,,3490.0,110.0,INTERNATIONAL 9200 6x4 2p (diesel),Dezembro/2019,INTERNATIONAL
8124,3484,110,510008-9,INTERNATIONAL 9800 4x2 2p (diesel),,,3484.0,110.0,INTERNATIONAL 9800 4x2 2p (diesel),Dezembro/2019,INTERNATIONAL
8125,5524,110,510009-7,INTERNATIONAL 9800/9800i 6x2 2p (diesel),,,5524.0,110.0,INTERNATIONAL 9800/9800i 6x2 2p (diesel),Dezembro/2019,INTERNATIONAL
8126,3485,110,510007-0,INTERNATIONAL 9800/9800i 6x4 2p (diesel),,,3485.0,110.0,INTERNATIONAL 9800/9800i 6x4 2p (diesel),Dezembro/2019,INTERNATIONAL
8127,6374,110,510016-0,INTERNATIONAL 9800i 6x2 2p (diesel)(E5),,,6374.0,110.0,INTERNATIONAL 9800i 6x2 2p (diesel)(E5),Dezembro/2019,INTERNATIONAL
8128,6375,110,510017-8,INTERNATIONAL 9800i 6x4 2p (diesel)(E5),,,6375.0,110.0,INTERNATIONAL 9800i 6x4 2p (diesel)(E5),Dezembro/2019,INTERNATIONAL
8129,3494,111,517001-0,T.BOY/ WAY LOT./ESC./ SPTRANS (diesel),,,3494.0,111.0,T.BOY/ WAY LOT./ESC./ SPTRANS (diesel),Dezembro/2019,T.BOY
8130,6221,111,517011-7,THUNDER + EXECUTIVO (diesel)(E5),,,6221.0,111.0,THUNDER + EXECUTIVO (diesel)(E5),Dezembro/2019,THUNDER
8131,3491,111,517004-4,THUNDER + EXECUTIVO 1p (diesel),,,3491.0,111.0,THUNDER + EXECUTIVO 1p (diesel),Dezembro/2019,THUNDER
8132,6222,111,517010-9,THUNDER + LOT./ESC. (diesel)(E5),,,6222.0,111.0,THUNDER + LOT./ESC. (diesel)(E5),Dezembro/2019,THUNDER
8133,3492,111,517003-6,THUNDER + LOT./ESC./ SPTRANS  (diesel,,,3492.0,111.0,THUNDER + LOT./ESC./ SPTRANS  (diesel,Dezembro/2019,THUNDER
8134,6223,111,517007-9,THUNDER + NEOSTAR URBANO (diesel)(E5),,,6223.0,111.0,THUNDER + NEOSTAR URBANO (diesel)(E5),Dezembro/2019,THUNDER
8135,3493,111,517002-8,THUNDER BOY/ WAY EXECUTIVO 1p (diesel),,,3493.0,111.0,THUNDER BOY/ WAY EXECUTIVO 1p (diesel),Dezembro/2019,THUNDER
8136,6224,111,517012-5,THUNDER PLUS EXECUTIVO (diesel)(E5),,,6224.0,111.0,THUNDER PLUS EXECUTIVO (diesel)(E5),Dezembro/2019,THUNDER
8137,4699,111,517005-2,THUNDER PLUS EXECUTIVO 1p (diesel),,,4699.0,111.0,THUNDER PLUS EXECUTIVO 1p (diesel),Dezembro/2019,THUNDER
8138,6225,111,517009-5,THUNDER WAY EXECUTIVO (diesel)(E5),,,6225.0,111.0,THUNDER WAY EXECUTIVO (diesel)(E5),Dezembro/2019,THUNDER
8139,6226,111,517008-7,THUNDER WAY LOT./ESC. (diesel)(E5),,,6226.0,111.0,THUNDER WAY LOT./ESC. (diesel)(E5),Dezembro/2019,THUNDER
8140,6227,111,517006-0,THUNDER+ NEOSTAR URBANO (diesel),,,6227.0,111.0,THUNDER+ NEOSTAR URBANO (diesel),Dezembro/2019,THUNDER
8141,3495,112,511001-7,7900 CB 2p (diesel),,,3495.0,112.0,7900 CB 2p (diesel),Dezembro/2019,7900
8142,3496,112,511002-5,7900 CB TURBO 2p (diesel),,,3496.0,112.0,7900 CB TURBO 2p (diesel),Dezembro/2019,7900
8143,3497,112,511003-3,7900 CD 4p (diesel),,,3497.0,112.0,7900 CD 4p (diesel),Dezembro/2019,7900
8144,3498,112,511004-1,7900 CD TURBO 4p (diesel),,,3498.0,112.0,7900 CD TURBO 4p (diesel),Dezembro/2019,7900
8145,3499,112,511005-0,9000 2p (diesel),,,3499.0,112.0,9000 2p (diesel),Dezembro/2019,9000
8146,3500,112,511006-8,914 CD 4p (diesel),,,3500.0,112.0,914 CD 4p (diesel),Dezembro/2019,914
8147,3501,112,511007-6,914 CS 2p (diesel),,,3501.0,112.0,914 CS 2p (diesel),Dezembro/2019,914
8148,3502,113,512001-2,R-112 E 320 6x4 2p (diesel),,,3502.0,113.0,R-112 E 320 6x4 2p (diesel),Dezembro/2019,R-112
8149,3503,113,512002-0,R-112 EW 320 6x4 2p (diesel),,,3503.0,113.0,R-112 EW 320 6x4 2p (diesel),Dezembro/2019,R-112
8150,3504,113,512003-9,R-112 H 320 4x2 2p (diesel),,,3504.0,113.0,R-112 H 320 4x2 2p (diesel),Dezembro/2019,R-112
8151,3505,113,512004-7,R-112 HS 320 4x2 2p (diesel),,,3505.0,113.0,R-112 HS 320 4x2 2p (diesel),Dezembro/2019,R-112
8152,3506,113,512005-5,R-112 HW 320 4x2 2p (diesel),,,3506.0,113.0,R-112 HW 320 4x2 2p (diesel),Dezembro/2019,R-112
8153,4584,113,512027-6,R-112 HW 360 4x2 2p (diesel),,,4584.0,113.0,R-112 HW 360 4x2 2p (diesel),Dezembro/2019,R-112
8154,3507,113,512006-3,R-142 E 450 6x4 2p (diesel),,,3507.0,113.0,R-142 E 450 6x4 2p (diesel),Dezembro/2019,R-142
8155,3508,113,512007-1,R-142 EW 450 6x4 2p (diesel),,,3508.0,113.0,R-142 EW 450 6x4 2p (diesel),Dezembro/2019,R-142
8156,3509,113,512008-0,R-142 H 450 4x2 2p (diesel),,,3509.0,113.0,R-142 H 450 4x2 2p (diesel),Dezembro/2019,R-142
8157,3510,113,512009-8,R-142 HS 450 4x2 2p (diesel),,,3510.0,113.0,R-142 HS 450 4x2 2p (diesel),Dezembro/2019,R-142
8158,3511,113,512010-1,R-142 HW 450 4x2 2p (diesel),,,3511.0,113.0,R-142 HW 450 4x2 2p (diesel),Dezembro/2019,R-142
8159,3512,113,512011-0,T-112 E 320 6x4 2p (diesel),,,3512.0,113.0,T-112 E 320 6x4 2p (diesel),Dezembro/2019,T-112
8160,3513,113,512012-8,T-112 ES 320 6x4 2p (diesel),,,3513.0,113.0,T-112 ES 320 6x4 2p (diesel),Dezembro/2019,T-112
8161,3514,113,512013-6,T-112 EW 320 6x4 2p (diesel),,,3514.0,113.0,T-112 EW 320 6x4 2p (diesel),Dezembro/2019,T-112
8162,3515,113,512014-4,T-112 H 320 4x2 2p (diesel),,,3515.0,113.0,T-112 H 320 4x2 2p (diesel),Dezembro/2019,T-112
8163,3516,113,512025-0,T-112 H 320 6x2 2p (diesel),,,3516.0,113.0,T-112 H 320 6x2 2p (diesel),Dezembro/2019,T-112
8164,3517,113,512015-2,T-112 HS 320 4x2 2p (diesel),,,3517.0,113.0,T-112 HS 320 4x2 2p (diesel),Dezembro/2019,T-112
8165,3944,113,512026-8,T-112 HW 310 4x2 2p (diesel),,,3944.0,113.0,T-112 HW 310 4x2 2p (diesel),Dezembro/2019,T-112
8166,3518,113,512016-0,T-112 HW 320 4x2 2p (diesel),,,3518.0,113.0,T-112 HW 320 4x2 2p (diesel),Dezembro/2019,T-112
8167,3519,113,512024-1,T-112 HW 320 6x2 2p (diesel),,,3519.0,113.0,T-112 HW 320 6x2 2p (diesel),Dezembro/2019,T-112
8168,3520,113,512017-9,T-112 HW 360 4x2 2p (diesel),,,3520.0,113.0,T-112 HW 360 4x2 2p (diesel),Dezembro/2019,T-112
8169,5478,113,512028-4,T-112 HW 360 6x2 2p (diesel),,,5478.0,113.0,T-112 HW 360 6x2 2p (diesel),Dezembro/2019,T-112
8170,3521,113,512018-7,T-142 E 450 6x4 2p (diesel),,,3521.0,113.0,T-142 E 450 6x4 2p (diesel),Dezembro/2019,T-142
8171,3522,113,512019-5,T-142 ES 450 6x4 2p (diesel),,,3522.0,113.0,T-142 ES 450 6x4 2p (diesel),Dezembro/2019,T-142
8172,3523,113,512020-9,T-142 EW 450 6x4 2p (diesel),,,3523.0,113.0,T-142 EW 450 6x4 2p (diesel),Dezembro/2019,T-142
8173,3524,113,512021-7,T-142 H 450 4x2 2p (diesel),,,3524.0,113.0,T-142 H 450 4x2 2p (diesel),Dezembro/2019,T-142
8174,3525,113,512022-5,T-142 HS 450 4x2 2p (diesel),,,3525.0,113.0,T-142 HS 450 4x2 2p (diesel),Dezembro/2019,T-142
8175,3526,113,512023-3,T-142 HW 450 4x2 2p (diesel),,,3526.0,113.0,T-142 HW 450 4x2 2p (diesel),Dezembro/2019,T-142
8176,5921,114,513250-9,G-360 A 4x2 (diesel)(E5),,,5921.0,114.0,G-360 A 4x2 (diesel)(E5),Dezembro/2019,G360
8177,5920,114,513249-5,G-360 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),,,5920.0,114.0,G-360 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),Dezembro/2019,G360
8178,8708,114,513309-2,G-360 B 8x2 2p (diesel)(E5),,,8708.0,114.0,G-360 B 8x2 2p (diesel)(E5),Dezembro/2019,G-360
8179,4596,114,513159-6,G-380 A 4x2 2p (diesel),,,4596.0,114.0,G-380 A 4x2 2p (diesel),Dezembro/2019,G380
8180,4597,114,513160-0,G-380 A 4x2 3-Eixos/ A 6x2 2p (diesel),,,4597.0,114.0,G-380 A 4x2 3-Eixos/ A 6x2 2p (diesel),Dezembro/2019,G380
8181,5822,114,513217-7,G-400 A 4x2 2p (diesel) (E5),,,5822.0,114.0,G-400 A 4x2 2p (diesel) (E5),Dezembro/2019,G400
8182,5823,114,513218-5,G-400 A 4x2 3-Eixos/A 6x2 2p(dies.) (E5),,,5823.0,114.0,G-400 A 4x2 3-Eixos/A 6x2 2p(dies.) (E5),Dezembro/2019,G400
8183,5808,114,513239-8,G-400 A 6x4 2p (diesel) (E5),,,5808.0,114.0,G-400 A 6x4 2p (diesel) (E5),Dezembro/2019,G400
8184,5804,114,513235-5,G-400 B 6x4 2p (diesel) (E5),,,5804.0,114.0,G-400 B 6x4 2p (diesel) (E5),Dezembro/2019,G400
8185,8603,114,513282-7,G-410 A 4x2 2p (diesel)(E5),,,8603.0,114.0,G-410 A 4x2 2p (diesel)(E5),Dezembro/2019,G-410
8186,8604,114,513285-1,G-410 A 6x2 2p (diesel)(E5),,,8604.0,114.0,G-410 A 6x2 2p (diesel)(E5),Dezembro/2019,G-410
8187,8725,114,513313-0,G-410 B 6x4 2p (diesel)(E5),,,8725.0,114.0,G-410 B 6x4 2p (diesel)(E5),Dezembro/2019,G-410
8188,4598,114,513161-8,G-420 A 4x2 2p (diesel),,,4598.0,114.0,G-420 A 4x2 2p (diesel),Dezembro/2019,G420
8189,4599,114,513162-6,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),,,4599.0,114.0,G-420 A 4x2 3-Eixos/ A 6x2 2p (diesel),Dezembro/2019,G420
8190,4600,114,513163-4,G-420 A 6x4 2p (diesel),,,4600.0,114.0,G-420 A 6x4 2p (diesel),Dezembro/2019,G420
8191,4918,114,513187-1,G-420 B 6x4 2p (diesel),,,4918.0,114.0,G-420 B 6x4 2p (diesel),Dezembro/2019,G420
8192,5321,114,513205-3,G-420 B 8x4 2p (diesel),,,5321.0,114.0,G-420 B 8x4 2p (diesel),Dezembro/2019,G420
8193,4601,114,513164-2,G-440 A 4x2 2p (diesel),,,4601.0,114.0,G-440 A 4x2 2p (diesel),Dezembro/2019,G440
8194,6412,114,513257-6,G-440 A 4x2 2p (diesel)(E5),,,6412.0,114.0,G-440 A 4x2 2p (diesel)(E5),Dezembro/2019,G440
8195,4602,114,513165-0,G-440 A 4x2 3-Eixos/ A 6x2 2p (diesel),,,4602.0,114.0,G-440 A 4x2 3-Eixos/ A 6x2 2p (diesel),Dezembro/2019,G440
8196,6030,114,513253-3,G-440 A 6x2 2p (diesel)(E5),,,6030.0,114.0,G-440 A 6x2 2p (diesel)(E5),Dezembro/2019,G440
8197,4603,114,513166-9,G-440 A 6x4 2p (diesel),,,4603.0,114.0,G-440 A 6x4 2p (diesel),Dezembro/2019,G440
8198,5809,114,513240-1,G-440 A 6x4 2p (diesel) (E5),,,5809.0,114.0,G-440 A 6x4 2p (diesel) (E5),Dezembro/2019,G440
8199,5805,114,513236-3,G-440 B 6x4 2p (diesel) (E5),,,5805.0,114.0,G-440 B 6x4 2p (diesel) (E5),Dezembro/2019,G440
8200,5322,114,513206-1,G-440 B 8x4 2p (diesel),,,5322.0,114.0,G-440 B 8x4 2p (diesel),Dezembro/2019,G440
8201,5806,114,513237-1,G-440 B 8x4 2p (diesel) (E5),,,5806.0,114.0,G-440 B 8x4 2p (diesel) (E5),Dezembro/2019,G440
8202,8627,114,513302-5,G-450 A 4x2 2p (diesel)(E5),,,8627.0,114.0,G-450 A 4x2 2p (diesel)(E5),Dezembro/2019,G-450
8203,8763,114,513320-3,G-450 A 6x2 2p (diesel)(E5),,,8763.0,114.0,G-450 A 6x2 2p (diesel)(E5),Dezembro/2019,G-450
8204,8605,114,513291-6,G-450 A 6x4 2p (diesel)(E5),,,8605.0,114.0,G-450 A 6x4 2p (diesel)(E5),Dezembro/2019,G-450
8205,8606,114,513294-0,G-450 B 6x4 2p (diesel)(E5),,,8606.0,114.0,G-450 B 6x4 2p (diesel)(E5),Dezembro/2019,G-450
8206,4604,114,513167-7,G-470 A 4x2 2p (diesel),,,4604.0,114.0,G-470 A 4x2 2p (diesel),Dezembro/2019,G470
8207,4605,114,513168-5,G-470 A 4x2 3-Eixos/ A 6x2 2p (diesel),,,4605.0,114.0,G-470 A 4x2 3-Eixos/ A 6x2 2p (diesel),Dezembro/2019,G470
8208,4606,114,513169-3,G-470 A 6x4 2p (diesel),,,4606.0,114.0,G-470 A 6x4 2p (diesel),Dezembro/2019,G470
8209,4957,114,513188-0,G-470 B 6x4 2p (diesel),,,4957.0,114.0,G-470 B 6x4 2p (diesel),Dezembro/2019,G470
8210,4625,114,513182-0,G-470 B 8x4 2p (diesel),,,4625.0,114.0,G-470 B 8x4 2p (diesel),Dezembro/2019,G470
